"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Bad Practice Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Correctness Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Dodgy Code Rules","Empty Code Rules","Experimental Rules","Finalizer Rules","Import Statement Rules","Internationalization Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Multithreaded Correctness Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L135","void main(String[] args)","AppenderTable.main([Ljava/lang/String;)V","L122","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","66","3","122","4","0.234742","1","1","1","0.192982","0.179487","11","7","3","1","1","0","5","0.0487805","2","0","0.0487805","2","39","57","28","1","39","57","28","0","0","7","3","2","0","0","0","0","0","5","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L159","AppenderTable()","AppenderTable.<init>()V","L122","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","124","3","127","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L225","void doAppend(LoggingEvent event)","AppenderTable.doAppend(Lorg/apache/log4j/spi/LoggingEvent;)V","L122","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","135","3","138","4","0","0","0","0","0","0","0","0","1","0","0","2","1","0.6","6","6","0.6","6","4","4","1","1","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L169","AppenderTableModel(int size)","AppenderTableModel.<init>(I)V","L166","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","179","3","181","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L243","void insert(LoggingEvent event)","AppenderTableModel.insert(Lorg/apache/log4j/spi/LoggingEvent;)V","L166","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","187","3","191","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0.444444","4","4","0.444444","4","5","5","2","1","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L301","int getColumnCount()","AppenderTableModel.getColumnCount()I","L166","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","196","3","199","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0.428571","3","3","0.428571","3","4","4","1","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L303","int getRowCount()","AppenderTableModel.getRowCount()I","L166","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","205","3","207","4","0","0","0","0","0","0","0","0","1","0","0","0","1","0.571429","4","4","0.571429","4","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L307","Object getValueAt(int row, int col)","AppenderTableModel.getValueAt(II)Ljava/lang/Object;","L166","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","217","3","220","4","0","0","0","0","0","0","0","0","1","0","0","0","1","0.666667","8","8","0.666667","8","4","4","1","2","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L206","JTableAddAction(AppenderTable appenderTable)","JTableAddAction.<init>(LAppenderTable;)V","L203","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","233","3","236","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L326","void actionPerformed(ActionEvent e)","JTableAddAction.actionPerformed(Ljava/awt/event/ActionEvent;)V","L203","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","238","3","244","4","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","7","7","3","1","7","7","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L350","JMSQueueAppender()","JMSQueueAppender.<init>()V","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","50","5","52","6","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3","3","0","0","3","3","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L353","void setInitialContextFactory(String initialContextFactory)","JMSQueueAppender.setInitialContextFactory(Ljava/lang/String;)V","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","60","5","62","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.625","5","5","0.625","5","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L357","String getInitialContextFactory()","JMSQueueAppender.getInitialContextFactory()Ljava/lang/String;","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","67","5","69","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L359","void setProviderUrl(String providerUrl)","JMSQueueAppender.setProviderUrl(Ljava/lang/String;)V","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","76","5","78","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.625","5","5","0.625","5","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L363","String getProviderUrl()","JMSQueueAppender.getProviderUrl()Ljava/lang/String;","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","83","5","85","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L365","void setQueueConnectionFactoryBindingName(String queueConnectionFactoryBindingName)","JMSQueueAppender.setQueueConnectionFactoryBindingName(Ljava/lang/String;)V","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","92","5","94","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.625","5","5","0.625","5","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L369","String getQueueConnectionFactoryBindingName()","JMSQueueAppender.getQueueConnectionFactoryBindingName()Ljava/lang/String;","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","99","5","101","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L371","void setQueueBindingName(String queueBindingName)","JMSQueueAppender.setQueueBindingName(Ljava/lang/String;)V","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","108","5","110","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.625","5","5","0.625","5","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L375","String getQueueBindingName()","JMSQueueAppender.getQueueBindingName()Ljava/lang/String;","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","115","5","117","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L377","void activateOptions()","JMSQueueAppender.activateOptions()V","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","124","5","148","6","0","0","0","0","0","0","0","0","2","1","1","0","2","0.190476","4","4","0.190476","4","17","25","11","0","17","25","11","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L382","InitialContext getInitialContext()","JMSQueueAppender.getInitialContext()Ljavax/naming/InitialContext;","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","150","5","164","6","0","0","0","0","0","0","0","0","2","1","1","1","1","0.0833333","1","0","0.0833333","1","11","15","7","0","11","15","7","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L424","boolean checkEntryConditions()","JMSQueueAppender.checkEntryConditions()Z","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","167","5","185","6","1","1","5","1","1","1","19","16","5","3","1","1","1","0","0","0","0","0","16","19","11","0","16","19","11","0","0","9","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L427","void close()","JMSQueueAppender.close()V","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","191","5","213","6","0","0","0","0","0","0","0","0","5","2","2","0","2","0.25","6","4","0.25","6","18","23","13","0","18","23","13","0","0","0","2","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L435","void append(LoggingEvent event)","JMSQueueAppender.append(Lorg/apache/log4j/spi/LoggingEvent;)V","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","220","5","236","6","0","0","0","0","0","0","0","0","3","1","1","0","2","0.277778","5","5","0.277778","5","13","17","7","1","13","17","7","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L439","boolean requiresLayout()","JMSQueueAppender.requiresLayout()Z","L335","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","238","5","240","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L472","LoggingOutputStream()","LoggingOutputStream.<init>()V","L440","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JimMoore\LoggingOutputStream.java","85","3","87","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0.333333","1","0","0.333333","1","2","3","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L475","LoggingOutputStream(Category cat, Priority priority)","LoggingOutputStream.<init>(Lorg/apache/log4j/Category;Lorg/apache/log4j/Priority;)V","L440","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JimMoore\LoggingOutputStream.java","100","3","114","4","0","0","0","0","0","0","0","0","3","1","1","0","0","0.416667","10","10","0.416667","10","14","15","9","2","14","15","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L490","void close()","LoggingOutputStream.close()V","L440","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JimMoore\LoggingOutputStream.java","123","3","126","4","0","0","0","0","0","0","0","0","1","0","0","0","1","0.6","6","6","0.6","6","4","4","2","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L495","void write(int b)","LoggingOutputStream.write(I)V","L440","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JimMoore\LoggingOutputStream.java","143","3","167","4","0","0","0","0","0","0","0","0","4","1","1","0","0","0.5","17","14","0.5","17","17","25","12","1","17","25","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L492","void flush()","LoggingOutputStream.flush()V","L440","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JimMoore\LoggingOutputStream.java","178","3","200","4","0","0","0","0","0","0","0","0","7","2","2","1","2","0.37037","10","8","0.37037","10","17","23","10","0","17","23","10","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L514","void reset()","LoggingOutputStream.reset()V","L440","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JimMoore\LoggingOutputStream.java","203","3","207","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0.4","2","0","0.4","2","3","5","1","0","3","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L530","void main(String[] args)","Log4JTest.main([Ljava/lang/String;)V","L520","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example1.java","30","4","51","5","1","1","2","1","1","1","22","15","2","1","1","0","6","0.25","5","0","0.25","5","15","22","9","1","15","22","9","0","1","7","1","1","0","0","1","0","0","7","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L561","void main(String[] args)","Log4JTest.main([Ljava/lang/String;)V","L556","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example2.java","30","2","87","3","0","0","0","0","0","0","0","0","2","1","1","0","6","0.413043","19","0","0.413043","19","27","58","21","1","27","58","21","0","1","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"L584","Connection getConnection()","MyConnectionHandler.getConnection()Ljava/sql/Connection;","L573","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example2.java","99","4","102","5","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L585","Connection getConnection(String _url, String _username, String _password)","MyConnectionHandler.getConnection(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/sql/Connection;","L573","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example2.java","104","4","115","5","1","1","3","1","1","1","12","11","4","2","2","1","0","0","0","0","0","0","11","12","6","3","11","12","6","0","1","8","1","4","0","0","1","1","0","6","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0"
"L604","Object getID()","MyIDHandler.getID()Ljava/lang/Object;","L563","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example2.java","124","2","127","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L616","void main(String[] args)","Log4JTest.main([Ljava/lang/String;)V","L611","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\Log4JTest.java","135","4","156","5","1","1","2","1","1","1","22","15","2","1","1","0","6","0.25","5","0","0.25","5","15","22","9","1","15","22","9","0","1","7","1","1","0","0","1","0","0","7","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L627","Connection getConnection()","MyConnectionHandler.getConnection()Ljava/sql/Connection;","L619","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\Log4JTest.java","240","4","243","5","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L628","Connection getConnection(String _url, String _username, String _password)","MyConnectionHandler.getConnection(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/sql/Connection;","L619","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\Log4JTest.java","245","4","256","5","1","1","3","1","1","1","12","11","4","2","2","1","0","0","0","0","0","0","11","12","6","3","11","12","6","0","1","8","1","4","0","0","1","1","0","6","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0"
"L640","Object getID()","MyIDHandler.getID()Ljava/lang/Object;","L637","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\Log4JTest.java","265","2","268","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19793","MyPatternLayout()","examples.MyPatternLayout.<init>()V","L19792","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternLayout.java","40","3","43","4","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19794","MyPatternLayout(String pattern)","examples.MyPatternLayout.<init>(Ljava/lang/String;)V","L19792","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternLayout.java","45","3","48","4","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19797","PatternParser createPatternParser(String pattern)","examples.MyPatternLayout.createPatternParser(Ljava/lang/String;)Lorg/apache/log4j/helpers/PatternParser;","L19792","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternLayout.java","50","3","54","4","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","5","5","1","1","5","5","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19804","void main(String[] args)","examples.MyPatternLayout.main([Ljava/lang/String;)V","L19792","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternLayout.java","56","3","63","4","0","0","0","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","8","8","5","1","8","8","5","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19802","MyPatternParser(String pattern)","examples.MyPatternParser.<init>(Ljava/lang/String;)V","L19799","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternParser.java","47","3","50","4","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","4","4","1","1","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19810","void finalizeConverter(char c)","examples.MyPatternParser.finalizeConverter(C)V","L19799","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternParser.java","52","3","60","4","0","0","0","0","0","0","0","0","2","1","1","0","3","0","0","0","0","0","9","9","4","1","9","9","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19826","int[] factor(int number)","examples.NumberCruncher.factor(I)[I","L19821","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\NumberCruncher.java","36","3","36","51","0","0","0","0","0","0","0","0","1","0","0","1","0","0.8","4","4","0.8","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19835","void main(String[] args)","examples.NumberCruncherClient.main([Ljava/lang/String;)V","L19832","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\NumberCruncherClient.java","49","3","62","4","0","0","0","0","0","0","0","0","3","2","2","0","2","0","0","0","0","0","14","14","7","1","14","14","7","0","0","2","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L19843","void usage(String msg)","examples.NumberCruncherClient.usage(Ljava/lang/String;)V","L19832","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\NumberCruncherClient.java","64","3","71","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","8","8","3","1","8","8","3","0","0","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
