"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Bad Practice Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Correctness Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Dodgy Code Rules","Empty Code Rules","Experimental Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","Internationalization Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Multithreaded Correctness Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L122","AppenderTable","AppenderTable","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","61","1","173","2","0.169492","1","1","1","0.0973451","0.0972222","11","7","1","1","1","5","6","1","1","6","9","0.5","0.358974","28","26","2","2","0.327103","35","0","0","0","0","0","50","86","1","0","1","0","3","0","3","0","3","30","0","3","0","72","113","2","1","2","1","5","0","5","0","5","37","0","5","0","0","0","21","3","7","0","0","0","0","0","8","0","0","0","0","3","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0"
"L166","AppenderTableModel","AppenderTableModel","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","175","1","221","2","0","0","0","0","0","0","0","0","1","0","0","5","2","1","2","4","9","0.8","0.463415","19","19","4","1","0.463415","19","0","0","0","0","0","22","47","1","3","1","3","5","0","4","0","5","6","0","4","0","22","47","1","3","1","3","5","0","4","0","5","6","0","4","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L203","JTableAddAction","JTableAddAction","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","228","1","245","2","0","0","0","0","0","0","0","0","1","0","0","2","4","1","1","3","5","0.333333","0.2","4","4","1","2","0.2","4","0","0","0","0","0","16","18","3","0","3","0","2","0","2","0","2","4","0","2","0","16","18","3","0","3","0","2","0","2","0","2","4","0","2","0","0","0","7","0","6","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"L335","JMSQueueAppender","JMSQueueAppender","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\Jamie Tsao\JMSQueueAppender.java","38","1","241","2","0.160494","1","5","1","0.0931373","0.13913","19","16","2","3","2","27","5","0","0","6","21","0.857143","0.319527","54","51","12","2","0.319527","54","2","3","0","0","1","115","204","15","11","8","5","15","0","13","4","33","58","0","29","8","115","204","15","11","8","5","15","0","13","4","33","58","0","29","8","0","0","23","4","15","0","0","0","3","0","10","0","1","0","0","5","0","0","0","1","11","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0"
"L440","LoggingOutputStream","LoggingOutputStream","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JimMoore\LoggingOutputStream.java","40","1","209","2","0","0","0","0","0","0","0","0","1","2","2","17","2","0","0","1","7","1","0.564935","87","79","5","0","0.564935","87","0","0","0","0","0","67","170","8","0","8","0","6","1","4","0","6","34","1","4","0","67","170","8","0","8","0","6","1","4","0","6","34","1","4","0","0","0","5","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","0","0"
"L520","Log4JTest","Log4JTest","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example1.java","25","1","52","2","0.846154","1","2","1","0.785714","0.833333","22","15","1","1","1","2","3","0","0","7","8","0","0.24","6","1","0","2","0.24","6","0","0","0","0","0","19","28","1","0","1","0","1","0","1","0","1","9","0","1","0","19","28","1","0","1","0","1","0","1","0","1","9","0","1","0","0","1","15","1","3","0","0","1","0","0","12","0","0","0","0","1","0","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"L556","Log4JTest","Log4JTest","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example2.java","25","1","88","2","0","0","0","0","0","0","0","0","1","1","1","2","3","0","0","7","8","0","0.392157","20","1","0","3","0.392157","20","0","0","0","0","0","31","64","1","0","1","0","1","0","1","0","1","21","0","1","0","31","64","1","0","1","0","1","0","1","0","1","21","0","1","0","0","1","1","2","3","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0"
"L573","MyConnectionHandler","MyConnectionHandler","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example2.java","91","1","116","2","0.651515","1","3","1","0.461538","0.52381","12","11","0","2","2","5","0","0","0","0","2","0.333333","0.0833333","2","2","1","2","0.0833333","2","0","0","0","0","0","22","26","4","2","4","2","2","0","2","0","2","7","0","2","0","22","26","4","2","4","2","2","0","2","0","2","7","0","2","0","0","1","18","1","10","0","0","1","1","0","11","0","0","0","0","4","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","1","0","0","0","0"
"L563","MyIDHandler","MyIDHandler","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\code_example2.java","120","1","128","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0.5","0.111111","1","1","1","1","0.111111","1","0","0","0","0","0","8","9","1","1","1","1","1","0","1","0","1","1","0","1","0","8","9","1","1","1","1","1","0","1","0","1","1","0","1","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"L611","Log4JTest","Log4JTest","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\Log4JTest.java","130","1","157","2","0.846154","1","2","1","0.785714","0.833333","22","15","1","1","1","2","3","0","0","7","8","0","0.24","6","1","0","3","0.24","6","0","0","0","0","0","19","28","1","0","1","0","1","0","1","0","1","9","0","1","0","19","28","1","0","1","0","1","0","1","0","1","9","0","1","0","0","1","15","1","3","0","0","1","0","0","12","0","0","0","0","1","0","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"L619","MyConnectionHandler","MyConnectionHandler","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\Log4JTest.java","232","1","257","2","0.651515","1","3","1","0.461538","0.52381","12","11","0","2","2","5","0","0","0","0","2","0.333333","0.768421","73","73","1","2","0.768421","73","0","0","0","0","0","22","26","4","2","4","2","2","0","2","0","2","7","0","2","0","22","26","4","2","4","2","2","0","2","0","2","7","0","2","0","0","1","16","1","10","0","0","1","1","0","11","0","0","0","0","4","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","1","0","0","0","0"
"L637","MyIDHandler","MyIDHandler","L104","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\ThomasFenner\Log4JTest.java","261","1","269","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0.5","0.111111","1","1","1","1","0.111111","1","0","0","0","0","0","8","9","1","1","1","1","1","0","1","0","1","1","0","1","0","8","9","1","1","1","1","1","0","1","0","1","1","0","1","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"L19792","MyPatternLayout","examples.MyPatternLayout","L19615","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternLayout.java","39","1","64","2","0","0","0","0","0","0","0","0","1","0","0","5","7","0","0","7","11","0.2","0.410256","16","16","1","4","0.410256","16","3","3","0","0","1","23","26","9","4","0","0","4","0","4","0","15","8","4","14","1","23","26","9","4","0","0","4","0","4","0","15","8","4","14","1","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L19799","MyPatternParser","examples.MyPatternParser","L19615","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternParser.java","43","1","72","2","0","0","0","0","0","0","0","0","1","1","1","3","2","2","1","4","6","0.333333","0.529412","18","18","1","2","0.418605","18","1","1","0","0","1","16","20","25","0","1","0","2","0","2","0","9","5","0","4","0","25","30","30","0","1","0","4","0","3","0","15","7","1","6","0","0","0","17","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0"
"L19832","NumberCruncherClient","examples.NumberCruncherClient","L19615","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\NumberCruncherClient.java","46","1","107","2","0","0","0","0","0","0","0","0","1","4","4","10","1","1","1","1","4","0.5","0.278481","22","22","1","1","0.278481","22","0","0","0","0","0","57","62","0","0","0","0","3","0","1","0","3","31","0","1","0","57","62","0","0","0","0","3","0","1","0","3","31","0","1","0","0","0","9","14","4","0","0","0","1","0","0","0","0","0","2","2","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"L19848","NumberCruncherServer","examples.NumberCruncherServer","L19615","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\NumberCruncherServer.java","61","1","172","2","0","0","0","0","0","0","0","0","1","3","3","17","6","0","0","8","13","0.2","0.384","48","32","1","4","0.384","48","1","1","0","0","1","77","112","2","0","2","0","5","0","4","0","5","48","0","4","0","77","112","2","0","2","0","5","0","4","0","5","48","0","4","0","0","0","9","4","13","0","0","0","2","0","0","0","0","0","0","2","0","0","0","2","9","0","0","0","0","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"L19879","Sort","examples.Sort","L19615","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\Sort.java","47","1","95","2","0","0","0","0","0","0","0","0","1","2","2","6","4","0","0","6","8","0.5","0.375","24","23","1","1","0.375","24","0","0","0","0","0","40","49","1","0","1","0","2","0","1","0","2","25","0","1","0","40","49","1","0","1","0","2","0","1","0","2","25","0","1","0","0","0","5","2","8","0","0","0","1","0","0","0","0","0","0","2","0","0","0","1","5","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L19890","SortAlgo","examples.SortAlgo","L19615","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\SortAlgo.java","32","1","86","2","0","0","0","0","0","0","0","0","1","3","3","9","3","1","1","6","10","1","0.22807","13","9","1","0","0.22807","13","0","0","0","0","0","44","55","7","0","7","0","4","0","0","0","4","28","0","0","0","44","55","7","0","7","0","4","0","0","0","4","28","0","0","0","0","0","11","3","18","0","0","0","1","0","0","0","0","0","0","10","0","0","0","1","10","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0"
"L19966","Trivial","examples.Trivial","L19615","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\Trivial.java","50","1","79","2","0","0","0","0","0","0","0","0","1","0","0","2","5","0","0","7","9","0.5","0.595238","25","25","1","1","0.510204","25","0","0","0","0","0","17","22","1","0","1","0","2","0","1","0","2","9","0","1","0","24","30","2","0","2","0","3","0","1","0","3","10","0","1","0","0","0","10","0","7","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L236","AppenderTable$Renderer","AppenderTable$Renderer","L122","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\CekiGulcu\AppenderTable.java","146","3","172","4","0","0","0","0","0","0","0","0","0","1","1","3","2","1","1","2","4","0.333333","0.241379","7","6","1","2","0.241379","7","0","0","0","0","0","22","27","1","1","1","1","2","0","2","0","2","7","0","2","0","22","27","1","1","1","1","2","0","2","0","2","7","0","2","0","0","0","8","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"L19628","XLevel","examples.customLevel.XLevel","L19625","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\customLevel\XLevel.java","28","1","89","2","0.373134","1","4","1","0.274194","0.333333","17","13","1","2","1","9","1","1","0","3","7","0.5","0.176471","9","9","2","2","0.176471","9","2","2","0","0","1","42","62","32","2","7","0","4","4","3","0","24","14","25","17","0","42","62","32","2","7","0","4","4","3","0","24","14","25","17","0","0","0","28","1","7","0","0","0","0","0","12","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","7","0","0","0","0","0"
"L19812","MyPatternParser$UserDirPatternConverter","examples.MyPatternParser$UserDirPatternConverter","L19799","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\MyPatternParser.java","62","3","71","4","0","0","0","0","0","0","0","0","1","0","0","2","4","1","1","1","3","0","0","0","0","0","2","0","0","1","1","0","0","1","9","10","5","0","0","0","2","0","1","0","6","2","1","2","0","9","10","5","0","0","0","2","0","1","0","6","2","1","2","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L19925","MyLogger","examples.subclass.MyLogger","L19920","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\subclass\MyLogger.java","32","1","72","2","0","0","0","0","0","0","0","0","1","0","0","4","5","2","2","3","7","0.8","0.545455","24","24","4","1","0.545455","24","3","3","0","0","1","20","41","11","23","2","1","4","0","4","0","66","4","0","59","5","20","41","11","23","2","1","4","0","4","0","66","4","0","59","5","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0"
"L19932","MyLoggerFactory","examples.subclass.MyLoggerFactory","L19920","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\subclass\MyLoggerFactory.java","30","1","43","2","0","0","0","0","0","0","0","0","1","0","0","2","3","1","0","1","3","0.666667","0.526316","10","10","2","1","0.526316","10","1","1","0","0","1","9","14","0","0","0","0","2","0","2","0","2","1","0","2","0","9","14","0","0","0","0","2","0","2","0","2","1","0","2","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19954","MyLoggerTest","examples.subclass.MyLoggerTest","L19920","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\subclass\MyLoggerTest.java","36","1","85","2","0","0","0","0","0","0","0","0","1","3","2","6","9","0","0","10","12","1","0.431034","25","22","2","0","0.431034","25","0","0","0","0","0","33","50","0","0","0","0","2","0","1","0","2","17","0","1","0","33","50","0","0","0","0","2","0","1","0","2","17","0","1","0","0","0","3","2","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19979","Trivial$InnerTrivial","examples.Trivial$InnerTrivial","L19966","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\examples\Trivial.java","71","3","78","4","0","0","0","0","0","0","0","0","1","0","0","1","2","1","1","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","7","8","1","0","1","0","1","0","0","0","1","1","0","0","0","7","8","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2100","DailyFileAppender","org.apache.log4j.DailyFileAppender","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\EirikLygre\DailyFileAppender1.java","58","1","209","2","0","0","0","0","0","0","0","0","1","2","2","14","9","0","0","9","17","1","0.559211","85","83","8","0","0.559211","85","4","5","0","0","1","67","152","18","13","4","1","8","1","7","2","64","27","1","50","16","67","152","18","13","4","1","8","1","7","2","64","27","1","50","16","0","0","8","2","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","0","8","0","0","0","0","0"
"L2144","DailyFileAppenderCalendar","org.apache.log4j.DailyFileAppenderCalendar","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\EirikLygre\DailyFileAppender1.java","222","1","242","2","0","0","0","0","0","0","0","0","1","0","0","2","0","1","1","0","2","1","0.580645","18","18","3","0","0.580645","18","0","0","0","0","0","13","21","0","1","0","1","2","0","2","0","2","6","0","2","0","13","21","0","1","0","1","2","0","2","0","2","6","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L3040","CompositeRollingAppender","org.apache.log4j.CompositeRollingAppender","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\KevinSteppe\CompositeRollingAppender.java","70","1","707","2","0","0","0","0","0","0","0","0","1","4","4","82","10","0","0","18","49","0.708333","0.450085","266","230","17","7","0.450085","266","4","5","0","0","1","325","638","45","18","31","6","31","0","23","12","87","182","0","66","26","325","638","45","18","31","6","31","0","23","12","87","182","0","66","26","0","1","44","15","49","0","0","1","5","0","0","0","0","0","3","19","0","0","0","4","27","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","1","4","0","14","1","0","0","2","0"
"L6535","TempFileAppender","org.apache.log4j.TempFileAppender","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\LeosLiterak\TempFileAppender.java","34","1","184","2","0","0","0","0","0","0","0","0","3","4","2","21","4","0","0","3","11","0.714286","0.549669","83","67","5","2","0.549669","83","2","3","0","0","1","68","151","14","7","7","1","8","3","6","1","26","29","3","22","5","68","151","14","7","7","1","8","3","6","1","26","29","3","22","5","0","0","12","1","4","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","5","1","0","0","0","0"
"L337","AppenderSkeleton","org.apache.log4j.AppenderSkeleton","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\AppenderSkeleton.java","37","1","304","2","0","0","0","0","0","0","0","0","2","2","2","29","8","44","73","9","28","1","0.521186","123","119","18","0","0.521186","123","1","2","25","33","2","113","268","7","6","7","6","19","0","17","4","21","36","0","19","4","113","268","7","6","7","6","19","0","17","4","21","36","0","19","4","0","0","8","5","5","0","0","0","1","0","0","0","1","0","0","0","0","0","0","3","2","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","1","0","1","1","3","0","0","0","0","0"
"L5089","AsyncAppender","org.apache.log4j.AsyncAppender","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\AsyncAppender.java","56","1","596","2","0.0523752","1","4","1","0.0240296","0.0458333","13","11","2","3","3","36","8","5","10","21","38","1","0.533333","184","137","18","0","0.515152","255","2","4","0","0","2","161","376","16","11","9","5","17","1","17","3","35","80","1","33","7","240","541","22","11","15","5","22","1","22","3","40","119","1","38","7","0","0","21","0","5","0","0","0","0","0","8","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","8","0","0","0","0","0"
"L6826","BasicConfigurator","org.apache.log4j.BasicConfigurator","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\BasicConfigurator.java","34","1","73","2","0","0","0","0","0","0","0","0","3","0","0","4","6","5","5","5","9","1","0.511111","23","23","4","0","0.511111","23","0","0","0","0","0","22","40","0","0","0","0","4","0","3","0","4","5","0","3","0","22","40","0","0","0","0","4","0","3","0","4","5","0","3","0","0","0","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L464","Category","org.apache.log4j.Category","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\Category.java","89","1","1062","2","0","0","0","0","0","0","0","0","3","3","3","124","12","115","500","24","78","1","0.572347","534","522","49","0","0.572347","534","1","1","1","8","1","399","974","8","18","8","18","54","0","48","5","54","182","0","48","5","399","974","8","18","8","18","54","0","48","5","54","182","0","48","5","0","2","13","0","41","0","0","0","36","0","0","0","1","0","1","3","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","9","0","0","0","0","0"
"L7056","CategoryKey","org.apache.log4j.CategoryKey","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\CategoryKey.java","25","1","52","2","0","0","0","0","0","0","0","0","1","1","1","6","0","1","3","0","3","0.333333","0.178571","5","5","1","2","0.178571","5","0","0","0","0","0","23","28","2","0","2","0","3","0","2","0","3","8","0","2","0","23","28","2","0","2","0","3","0","2","0","3","8","0","2","0","0","0","9","0","5","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6830","ConsoleAppender","org.apache.log4j.ConsoleAppender","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\ConsoleAppender.java","32","1","220","2","0","0","0","0","0","0","0","0","2","2","2","16","6","5","5","9","19","1","0.466667","56","56","9","0","0.392857","66","3","4","0","0","1","64","141","14","10","4","2","10","2","8","2","49","25","2","37","10","102","189","14","10","4","2","22","2","20","2","61","33","2","49","10","0","1","41","0","11","0","0","0","0","0","0","0","3","0","0","3","0","0","0","6","34","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","4","0","0","0","0","0"
"L8059","DailyRollingFileAppender","org.apache.log4j.DailyRollingFileAppender","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\DailyRollingFileAppender.java","142","1","371","2","0.141304","1","8","2","0.1","0.165468","23","23","1","3","3","30","8","2","6","14","23","0.833333","0.550162","170","159","5","1","0.550162","170","4","5","0","0","1","139","230","29","13","15","1","9","0","5","1","65","73","0","48","15","139","230","29","13","15","1","9","0","5","1","65","73","0","48","15","0","1","21","11","30","0","1","0","0","0","10","0","0","0","0","15","0","0","0","5","5","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","1","1","0","6","0","1","0","0","0"
"L3070","RollingCalendar","org.apache.log4j.RollingCalendar","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\DailyRollingFileAppender.java","378","1","454","2","0","0","0","0","0","0","0","0","0","2","2","12","1","3","9","0","5","0.333333","0.0666667","5","5","1","2","0.0666667","5","0","0","0","0","0","70","77","2","2","2","2","5","0","2","1","5","45","0","2","1","70","77","2","2","2","2","5","0","2","1","5","45","0","2","1","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8164","DefaultCategoryFactory","org.apache.log4j.DefaultCategoryFactory","L644","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\DefaultCategoryFactory.java","22","1","31","2","0","0","0","0","0","0","0","0","1","0","0","2","2","1","1","1","3","0","0","0","0","0","2","0","0","1","1","0","0","1","8","10","0","0","0","0","2","0","1","0","2","1","0","1","0","8","10","0","0","0","0","2","0","1","0","2","1","0","1","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
