"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Bad Practice Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Correctness Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Dodgy Code Rules","Empty Code Rules","Experimental Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","Internationalization Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Multithreaded Correctness Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L1268","XMLWatchdog","org.apache.log4j.xml.XMLWatchdog","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\xml\DOMConfigurator.java","1114","1","1128","2","0","0","0","0","0","0","0","0","1","0","0","2","3","1","1","4","6","0.5","0.230769","3","3","1","1","0.230769","3","1","1","0","0","1","10","15","7","0","0","0","2","0","1","0","6","2","1","2","1","10","15","7","0","0","0","2","0","1","0","6","2","1","2","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L1405","Log4jEntityResolver","org.apache.log4j.xml.Log4jEntityResolver","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\xml\Log4jEntityResolver.java","34","1","51","2","0","0","0","0","0","0","0","0","1","2","2","4","1","1","0","1","2","0.5","0.291667","7","7","1","1","0.291667","7","0","0","0","0","0","17","18","1","0","1","0","1","0","1","0","1","8","0","1","0","17","18","1","0","1","0","1","0","1","0","1","8","0","1","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1398","SAXErrorHandler","org.apache.log4j.xml.SAXErrorHandler","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\xml\SAXErrorHandler.java","24","1","46","2","0","0","0","0","0","0","0","0","1","0","0","4","1","1","0","2","6","0","0","0","0","0","4","0","0","0","0","0","0","0","19","23","0","0","0","0","4","0","3","0","4","5","0","3","0","19","23","0","0","0","0","4","0","3","0","4","5","0","3","0","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1536","XMLLayout","org.apache.log4j.xml.XMLLayout","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\xml\XMLLayout.java","68","1","216","2","0","0","0","0","0","0","0","0","3","4","4","16","4","2","10","15","22","1","0.449102","75","70","8","0","0.449102","75","2","2","0","0","1","92","149","7","5","5","2","7","0","7","2","10","65","2","10","2","92","149","7","5","5","2","7","0","7","2","10","65","2","10","2","0","0","9","3","9","0","0","0","0","0","0","0","1","0","2","0","0","1","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","3","0","2","0","0","0"
"L1630","CustomLevelTestCase","org.apache.log4j.xml.CustomLevelTestCase","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\xml\CustomLevelTestCase.java","26","1","89","2","0","0","0","0","0","0","0","0","2","0","0","9","6","0","0","11","20","0","0","0","0","0","9","0","0","0","0","0","0","0","51","64","3","0","3","0","9","0","8","1","9","28","0","8","1","51","64","3","0","3","0","9","0","8","1","9","28","0","8","1","0","0","22","7","17","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","21","0","0","0","0","0","0","0","0","4","5","4","0","0","0","0","0","0","0","2","0","0","0","0","1","4","0","0"
"L1659","DOMTestCase","org.apache.log4j.xml.DOMTestCase","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\xml\DOMTestCase.java","51","1","419","2","0.297297","8","10","10","0.189702","0.189189","70","42","9","1","1","15","20","0","0","30","44","0.642857","0.248869","55","37","9","5","0.279221","86","0","0","0","0","0","166","285","14","0","14","0","14","0","13","1","14","93","0","13","1","222","369","65","23","17","1","33","0","31","6","129","107","2","100","13","0","0","102","11","106","0","0","0","0","0","27","0","3","0","0","18","0","1","0","9","55","0","0","0","0","0","1","0","0","28","18","6","0","0","0","0","0","0","0","32","1","0","15","0","1","4","0","0"
"L1887","XLevel","org.apache.log4j.xml.XLevel","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\xml\XLevel.java","28","1","89","2","0.373134","1","4","1","0.274194","0.333333","17","13","1","2","1","9","1","5","0","3","7","0.5","0.176471","9","9","2","2","0.176471","9","2","2","0","0","1","42","62","32","2","7","0","4","4","3","0","24","14","25","17","0","42","62","32","2","7","0","4","4","3","0","24","14","25","17","0","0","0","28","1","7","0","0","0","0","0","12","0","0","0","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","7","0","0","0","0","0"
"L1927","XMLLayoutTest","org.apache.log4j.xml.XMLLayoutTest","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\xml\XMLLayoutTest.java","48","1","501","2","0.0642912","1","2","1","0.0352423","0.0535117","16","16","4","3","3","47","10","1","0","19","37","1","0.220745","83","79","12","0","0.231362","90","1","1","0","0","1","293","444","4","0","0","0","18","0","11","1","28","196","0","19","1","299","454","30","2","1","0","19","0","12","1","49","197","21","34","1","0","0","32","13","41","0","0","0","0","0","9","0","1","0","1","0","0","1","0","0","14","0","0","0","0","0","0","0","0","42","0","1","0","0","0","0","0","0","0","0","0","0","6","1","3","7","0","0"
"L2053","XMLLayoutTestCase","org.apache.log4j.xml.XMLLayoutTestCase","L731","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\xml\XMLLayoutTestCase.java","38","1","248","2","0.4125","6","9","7","0.317536","0.327273","67","54","2","1","1","13","16","0","0","22","33","0.0909091","0.0304878","5","5","1","10","0.0294118","5","0","0","0","0","0","159","205","4","0","4","0","11","0","10","1","11","91","0","10","1","165","211","5","0","5","0","12","0","11","1","12","92","0","11","1","0","0","58","14","36","0","0","0","0","0","26","0","1","0","0","6","0","1","0","0","30","0","0","0","0","0","0","0","0","6","18","6","0","0","0","0","0","0","0","5","0","0","0","2","1","6","0","0"
"L2211","LogTextPanel","org.apache.log4j.gui.LogTextPanel","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JamesHouse\LogTextPanel.java","37","1","188","2","0.0922099","1","2","1","0.0723684","0.0932203","11","11","1","2","2","31","2","2","4","1","14","0","0.0247934","3","0","0","4","0.0247934","3","0","0","0","0","0","118","152","9","0","9","0","13","0","3","7","13","76","0","3","7","118","152","9","0","9","0","13","0","3","7","13","76","0","3","7","0","0","40","7","16","0","0","0","4","0","8","0","0","0","0","8","0","0","0","4","29","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","3","2","0","2","0","0"
"L2409","TextPanelAppender","org.apache.log4j.gui.TextPanelAppender","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JamesHouse\TextPanelAppender.java","46","1","196","2","0","0","0","0","0","0","0","0","3","3","3","22","7","2","2","12","21","0.111111","0.0729167","7","4","1","8","0.0620155","8","2","3","0","0","1","89","111","21","8","14","2","9","0","8","3","27","45","0","24","7","121","151","25","8","18","2","12","0","11","3","30","60","0","27","7","0","1","35","1","40","0","0","0","12","0","0","0","1","0","0","18","0","0","0","11","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0"
"L2363","EventBufferElement","org.apache.log4j.gui.EventBufferElement","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\JamesHouse\TextPanelAppender.java","198","1","215","2","0","0","0","0","0","0","0","0","0","1","1","3","1","2","1","0","1","1","0.0625","1","1","1","0","0.0625","1","0","0","0","0","0","15","18","3","0","3","0","1","3","0","0","1","8","3","0","0","15","18","3","0","3","0","1","3","0","0","1","8","3","0","0","0","0","8","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"L2703","JListView","org.apache.log4j.gui.JListView","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\SvenReimers\gui\JListView.java","54","1","274","2","0.104126","1","2","1","0.0497738","0.0990991","11","11","1","2","2","5","7","3","1","8","11","0.25","0.428571","51","47","1","3","0.327273","54","0","0","0","0","0","68","162","3","0","3","0","3","0","3","0","3","49","0","3","0","111","221","6","2","6","2","7","0","7","0","7","66","0","7","0","0","0","27","7","10","0","0","0","0","0","13","0","0","0","0","7","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","1","0","0","3","1","0","0","0"
"L2716","JListViewModel","org.apache.log4j.gui.JListViewModel","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\SvenReimers\gui\JListView.java","278","1","306","2","0","0","0","0","0","0","0","0","1","0","0","4","2","1","2","4","8","0","0.047619","1","0","0","4","0.047619","1","0","0","0","0","0","20","29","1","2","1","2","4","0","3","0","4","6","0","3","0","20","29","1","2","1","2","4","0","3","0","4","6","0","3","0","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2767","AddAction","org.apache.log4j.gui.AddAction","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\SvenReimers\gui\JListView.java","308","1","365","2","0","0","0","0","0","0","0","0","1","0","0","2","2","2","1","1","3","0","0","0","0","0","3","0.0208333","1","0","0","0","0","0","16","21","2","0","2","0","2","0","2","0","2","5","0","2","0","47","58","5","0","5","0","4","0","3","0","4","21","0","3","0","0","2","14","3","6","0","0","2","0","0","0","0","0","0","0","5","0","0","0","1","14","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"L2842","JTableAppender","org.apache.log4j.gui.JTableAppender","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\SvenReimers\gui\JTableAppender.java","55","1","168","2","0.149254","1","1","1","0.105263","0.0897436","12","7","1","2","2","6","7","2","1","8","12","0","0.0588235","3","0","0","5","0.060241","5","0","0","0","0","0","48","74","2","1","2","1","4","0","4","0","4","29","0","4","0","78","114","4","2","4","2","6","0","6","0","6","41","0","6","0","0","0","26","6","8","0","0","1","0","0","7","0","0","0","0","5","0","0","0","1","18","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0"
"L2858","JTableAppenderModel","org.apache.log4j.gui.JTableAppenderModel","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\SvenReimers\gui\JTableAppender.java","172","1","208","2","0","0","0","0","0","0","0","0","1","0","0","5","2","1","2","4","9","0.2","0.206897","6","5","1","4","0.206897","6","0","0","0","0","0","23","37","1","3","1","3","5","0","4","0","5","7","0","4","0","23","37","1","3","1","3","5","0","4","0","5","7","0","4","0","0","0","11","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L2869","JTableAddAction","org.apache.log4j.gui.JTableAddAction","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\SvenReimers\gui\JTableAppender.java","211","1","237","2","0","0","0","0","0","0","0","0","1","1","1","3","4","1","1","3","5","0","0.047619","1","0","0","3","0.047619","1","0","0","0","0","0","20","27","3","0","3","0","2","0","2","0","2","7","0","2","0","20","27","3","0","3","0","2","0","2","0","2","7","0","2","0","0","0","7","2","3","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2498","TextPaneAppender","org.apache.log4j.gui.TextPaneAppender","L2202","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\SvenReimers\gui\TextPaneAppender.java","60","1","352","2","0.104225","2","4","2","0.0784983","0.0883534","23","22","3","3","3","54","5","1","1","5","41","0.0645161","0.0528302","14","10","2","29","0.0528302","14","2","3","0","0","1","251","293","26","18","19","12","36","0","30","14","54","115","0","46","18","251","293","26","18","19","12","36","0","30","14","54","115","0","46","18","0","0","103","5","36","0","0","0","6","0","14","0","1","0","0","17","0","0","0","11","73","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","0","15","1","0","2","0","0"
"L3279","DenyAllFilter","org.apache.log4j.varia.DenyAllFilter","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\DenyAllFilter.java","36","1","71","2","0","0","0","0","0","0","0","0","1","0","0","3","2","1","0","0","3","1","0.704545","31","31","4","0","0.704545","31","2","2","0","0","1","13","36","4","2","0","1","3","0","3","1","6","2","4","6","2","13","36","4","2","0","1","3","0","3","1","6","2","4","6","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L3295","ExternallyRolledFileAppender","org.apache.log4j.varia.ExternallyRolledFileAppender","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\ExternallyRolledFileAppender.java","50","1","106","2","0","0","0","0","0","0","0","0","1","2","2","6","3","4","2","3","7","1","0.585714","41","41","5","0","0.585714","41","5","6","0","0","1","29","57","21","15","4","1","4","2","4","1","72","9","2","57","20","29","57","21","15","4","1","4","2","4","1","72","9","2","57","20","0","0","11","0","5","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","8","0","0","0","0","0"
"L3306","HUP","org.apache.log4j.varia.HUP","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\ExternallyRolledFileAppender.java","109","1","139","2","0","0","0","0","0","0","0","0","1","3","3","7","3","1","1","2","4","0","0","0","0","0","2","0","0","0","0","0","0","0","28","31","2","0","2","0","2","0","1","0","2","13","0","1","0","28","31","2","0","2","0","2","0","1","0","2","13","0","1","0","0","0","7","5","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"L3349","HUPNode","org.apache.log4j.varia.HUPNode","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\ExternallyRolledFileAppender.java","141","1","188","2","0","0","0","0","0","0","0","0","1","2","2","9","3","1","1","3","5","0","0","0","0","0","3","0","0","0","0","0","0","0","45","48","4","0","4","0","2","0","2","0","2","22","0","2","0","45","48","4","0","4","0","2","0","2","0","2","22","0","2","0","0","0","7","6","4","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0"
"L3397","FallbackErrorHandler","org.apache.log4j.varia.FallbackErrorHandler","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\FallbackErrorHandler.java","40","1","138","2","0","0","0","0","0","0","0","0","3","2","2","12","6","0","0","6","14","0.888889","0.416667","40","36","8","1","0.416667","40","2","2","0","0","1","56","99","3","0","3","0","8","0","8","3","8","23","0","8","3","56","99","3","0","3","0","8","0","8","3","8","23","0","8","3","0","0","6","8","14","0","0","0","0","0","0","0","1","0","0","4","0","0","0","2","5","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"L3445","LevelMatchFilter","org.apache.log4j.varia.LevelMatchFilter","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\LevelMatchFilter.java","40","1","104","2","0","0","0","0","0","0","0","0","1","2","2","10","5","1","2","4","9","0.333333","0.449275","31","31","2","4","0.449275","31","2","2","0","0","1","38","65","6","3","2","2","5","0","5","2","8","14","4","8","3","38","65","6","3","2","2","5","0","5","2","8","14","4","8","3","0","0","11","0","5","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0"
"L3467","LevelRangeFilter","org.apache.log4j.varia.LevelRangeFilter","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\LevelRangeFilter.java","53","1","143","2","0","0","0","0","0","0","0","0","1","2","2","12","4","1","1","3","10","1","0.551402","59","51","8","0","0.551402","59","2","2","0","0","1","48","91","7","4","3","3","7","0","7","3","10","15","4","10","4","48","91","7","4","3","3","7","0","7","3","10","15","4","10","4","0","0","2","0","8","0","0","2","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0"
"L3497","NullAppender","org.apache.log4j.varia.NullAppender","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\NullAppender.java","28","1","79","2","0","0","0","0","0","0","0","0","5","0","0","8","2","0","0","1","9","0.75","0.541667","26","26","6","2","0.541667","26","2","3","0","0","1","22","52","8","8","1","2","8","0","7","0","26","3","0","24","4","22","52","8","8","1","2","8","0","7","0","26","3","0","24","4","0","0","6","0","6","0","0","0","0","0","0","0","1","0","0","1","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3518","ReloadingPropertyConfigurator","org.apache.log4j.varia.ReloadingPropertyConfigurator","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\ReloadingPropertyConfigurator.java","27","1","43","2","0","0","0","0","0","0","0","0","2","0","0","3","3","0","0","0","3","0.25","0.25","3","3","1","3","0.25","3","1","1","0","0","1","9","17","3","0","1","0","3","0","3","0","3","0","2","3","0","9","17","3","0","1","0","3","0","3","0","3","0","2","3","0","0","0","8","1","5","0","0","0","0","0","0","0","1","0","0","2","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0"
"L3531","Roller","org.apache.log4j.varia.Roller","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\Roller.java","39","1","111","2","0","0","0","0","0","0","0","0","1","2","2","9","4","0","0","5","10","1","0.246575","18","18","2","0","0.246575","18","0","0","0","0","0","55","73","3","0","3","0","5","0","1","0","5","25","0","1","0","55","73","3","0","3","0","5","0","1","0","5","25","0","1","0","0","0","8","2","13","0","0","0","2","0","0","0","0","0","0","6","0","0","0","2","8","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3562","StringMatchFilter","org.apache.log4j.varia.StringMatchFilter","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\varia\StringMatchFilter.java","38","1","121","2","0","0","0","0","0","0","0","0","1","2","2","13","3","0","0","2","9","0.5","0.423529","36","35","4","4","0.423529","36","2","2","0","0","1","49","84","8","4","4","3","7","2","7","3","10","17","6","10","4","49","84","8","4","4","3","7","2","7","3","10","17","6","10","4","0","0","15","0","4","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0"
"L3589","ERFATestCase","org.apache.log4j.varia.ERFATestCase","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\varia\ERFATestCase.java","36","1","141","2","0","0","0","0","0","0","0","0","3","3","3","13","9","0","0","14","19","1","0.272727","27","26","5","0","0.272727","27","0","0","0","0","0","72","106","0","0","0","0","5","0","4","0","5","47","0","4","0","72","106","0","0","0","0","5","0","4","0","5","47","0","4","0","0","0","4","3","10","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","7","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3628","ErrorHandlerTestCase","org.apache.log4j.varia.ErrorHandlerTestCase","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\varia\ErrorHandlerTestCase.java","35","1","132","2","0.81155","6","7","7","0.622449","0.656716","61","44","1","0","0","6","15","0","0","18","24","0","0","0","0","0","6","0","0","0","0","0","0","0","67","98","8","0","8","0","6","0","5","1","6","36","0","5","1","67","98","8","0","8","0","6","0","5","1","6","36","0","5","1","0","0","43","9","44","0","0","0","0","0","26","0","0","0","0","9","0","1","0","0","15","0","0","0","0","0","0","0","0","6","16","5","0","0","0","0","0","0","0","13","0","0","1","1","1","2","0","0"
"L3655","LevelMatchFilterTestCase","org.apache.log4j.varia.LevelMatchFilterTestCase","L3256","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\varia\LevelMatchFilterTestCase.java","40","1","147","2","0.502618","1","4","2","0.259259","0.309859","28","22","2","1","1","9","14","0","0","21","28","0.142857","0.174419","15","3","1","6","0.174419","15","0","0","0","0","0","71","108","8","0","8","0","7","0","6","1","7","45","0","6","1","71","108","8","0","8","0","7","0","6","1","7","45","0","6","1","0","0","36","3","32","0","0","0","0","0","17","0","1","0","0","9","0","2","0","0","15","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","18","0","0","1","0","0","2","0","0"
"L3726","DatagramStringAppender","org.apache.log4j.net.DatagramStringAppender","L3703","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\KitchingSimon\DatagramStringAppender.java","74","1","284","2","0","0","0","0","0","0","0","0","2","3","1","21","9","0","0","11","23","0.461538","0.513636","113","106","6","7","0.513636","113","2","3","0","0","1","107","211","18","7","11","1","12","6","12","3","30","42","6","28","7","107","211","18","7","11","1","12","6","12","3","30","42","6","28","7","0","0","23","0","10","0","0","0","3","0","0","0","1","0","0","5","0","0","0","1","15","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0"
"L3800","DatagramStringWriter","org.apache.log4j.net.DatagramStringWriter","L3703","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\KitchingSimon\DatagramStringWriter.java","34","1","173","2","0.244541","1","3","1","0.114286","0.180723","16","15","3","1","1","14","1","1","1","2","11","0.6","0.330709","42","37","6","4","0.330709","42","0","0","0","0","0","85","140","7","0","7","0","9","0","9","1","9","26","0","9","1","85","140","7","0","7","0","9","0","9","1","9","26","0","9","1","0","0","24","2","6","0","0","0","0","0","11","0","1","0","0","1","0","0","0","4","11","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L3882","JMSAppender","org.apache.log4j.net.JMSAppender","L3703","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\net\JMSAppender.java","102","1","444","2","0.0878378","1","5","1","0.0524781","0.0733945","18","16","2","4","4","53","5","0","0","8","38","0.6","0.38764","138","136","15","10","0.38764","138","2","3","0","0","1","218","343","20","19","13","13","30","0","24","10","48","100","0","40","14","218","343","20","19","13","13","30","0","24","10","48","100","0","40","14","0","0","55","7","35","0","0","0","3","0","9","0","1","0","2","15","0","0","0","1","33","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","1","0","0","10","3","0","0","0","0"
"L3985","JMSSink","org.apache.log4j.net.JMSSink","L3703","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\net\JMSSink.java","47","1","153","2","0","0","0","0","0","0","0","0","1","2","2","15","5","0","0","9","14","0.25","0.0860215","8","7","1","3","0.0860215","8","0","0","0","0","0","85","107","1","0","1","0","5","0","3","0","5","48","0","3","0","85","107","1","0","1","0","5","0","3","0","5","48","0","3","0","0","2","13","8","6","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","13","1","0","0","0","0","0","1","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"L4024","SimpleSocketServer","org.apache.log4j.net.SimpleSocketServer","L3703","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\net\SimpleSocketServer.java","44","1","97","2","0","0","0","0","0","0","0","0","1","2","2","8","6","0","0","6","9","0.5","0.245902","15","15","1","1","0.245902","15","0","0","0","0","0","46","54","2","0","2","0","3","0","1","0","3","23","0","1","0","46","54","2","0","2","0","3","0","1","0","3","23","0","1","0","0","0","9","5","10","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","9","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
